,단축코드,한글 종목약명,시장구분,Degree,community_code,community_label,KOSPI_sector,market_cap,market_cap_row
260,010170,대한광통신,KOSDAQ,52,5,"항공,운수 및 통신장비",일반전기전자,"1,910억원",1910
261,054670,대한뉴팜,KOSDAQ,82,11,"의료, 제약 및 생물공학",제약,"1,522억원",1522
262,001070,대한방직,KOSPI,70,6,"화학, 섬유",섬유의복,"2,518억원",2518
263,023910,대한약품,KOSDAQ,63,11,"의료, 제약 및 생물공학",제약,"1,740억원",1740
264,006650,대한유화,KOSPI,79,6,"화학, 섬유",화학,"13,065억원",13065
265,001440,대한전선,KOSPI,54,13,기계장비,전기전자,"15,973억원",15973
266,084010,대한제강,KOSPI,70,10,철강금속,철강금속,"3,845억원",3845
267,001790,대한제당,KOSPI,81,2,"음식료품, 담배 및 기타화학",음식료품,"2,781억원",2781
268,001130,대한제분,KOSPI,96,2,"음식료품, 담배 및 기타화학",음식료품,"2,586억원",2586
269,003490,대한항공,KOSPI,51,5,"항공,운수 및 통신장비",운수창고업,"100,868억원",100868
270,005880,대한해운,KOSPI,79,0,"건설, 장비, 기기",운수창고업,"8,394억원",8394
271,003830,대한화섬,KOSPI,61,1,전기전자,화학,"1,640억원",1640
272,016090,대현,KOSPI,72,17,섬유의복 및 유통,섬유의복,983억원,983
273,069460,대호에이엘,KOSPI,66,10,철강금속,철강금속,"1,755억원",1755
274,067080,대화제약,KOSDAQ,188,11,"의료, 제약 및 생물공학",제약,"1,737억원",1737
275,192080,더블유게임즈,KOSPI,64,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"10,437억원",10437
276,089230,THE E&M,KOSDAQ,54,8,"광고, 디지털컨텐츠, 엔터테인먼트",인터넷,"1,126억원",1126
277,012510,더존비즈온,KOSPI,53,16,IT서비스,서비스업,"23,212억원",23212
278,213420,덕산네오룩스,KOSDAQ,132,12,반도체,반도체,"13,542억원",13542
279,077360,덕산하이메탈,KOSDAQ,155,12,반도체,일반전기전자,"4,146억원",4146
280,004830,덕성,KOSPI,100,6,"화학, 섬유",화학,"2,517억원",2517
281,090410,덕신하우징,KOSDAQ,51,15,건설,금속,"1,062억원",1062
282,024900,덕양산업,KOSPI,70,7,운수장비,운수장비,"1,023억원",1023
283,263600,덕우전자,KOSDAQ,74,14,전자부품,일반전기전자,"1,160억원",1160
284,194480,데브시스터즈,KOSDAQ,51,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"10,744억원",10744
285,263800,데이타솔루션,KOSDAQ,64,16,IT서비스,정보기기,"1,071억원",1071
286,206560,덱스터,KOSDAQ,53,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","7,946억원",7946
287,145720,덴티움,KOSPI,50,11,"의료, 제약 및 생물공학",의료정밀,"6,973억원",6973
288,067990,도이치모터스,KOSDAQ,115,4,"은행, 증권 및 기타금융",자동차판매,"2,343억원",2343
289,002150,도화엔지니어링,KOSPI,62,15,건설,서비스업,"2,586억원",2586
290,006620,동구바이오제약,KOSDAQ,120,0,"건설, 장비, 기기",제약,"2,235억원",2235
291,005160,동국산업,KOSDAQ,70,10,철강금속,금속,"1,890억원",1890
292,075970,동국알앤에스,KOSDAQ,235,10,철강금속,비금속,834억원,834
293,100130,동국S&C,KOSDAQ,68,10,철강금속,금속,"3,017억원",3017
294,001230,동국제강,KOSPI,68,10,철강금속,철강금속,"15,269억원",15269
295,086450,동국제약,KOSDAQ,69,11,"의료, 제약 및 생물공학",제약,"9,537억원",9537
296,004140,동방,KOSPI,57,0,"건설, 장비, 기기",운수창고업,"1,557억원",1557
297,099410,동방선기,KOSDAQ,62,13,기계장비,"운송장비,부품",354억원,354
298,007590,동방아그로,KOSPI,102,2,"음식료품, 담배 및 기타화학",화학,955억원,955
299,005960,동부건설,KOSPI,72,0,"건설, 장비, 기기",건설업,"3,377억원",3377
300,026960,동서,KOSPI,80,2,"음식료품, 담배 및 기타화학",유통업,"30,359억원",30359
301,002210,동성제약,KOSPI,96,11,"의료, 제약 및 생물공학",의약품,"2,132억원",2132
302,033500,동성화인텍,KOSDAQ,51,6,"화학, 섬유",화학,"3,437억원",3437
303,025950,동신건설,KOSDAQ,89,15,건설,종합건설,"2,600억원",2600
304,000640,동아쏘시오홀딩스,KOSPI,55,11,"의료, 제약 및 생물공학",기타금융업,"7,236억원",7236
305,170900,동아에스티,KOSPI,62,11,"의료, 제약 및 생물공학",의약품,"6,139억원",6139
306,088130,동아엘텍,KOSDAQ,53,12,반도체,"기계,장비","1,043억원",1043
307,028100,동아지질,KOSPI,69,15,건설,건설업,"2,024억원",2024
308,282690,동아타이어,KOSPI,56,7,운수장비,화학,"1,723억원",1723
309,041930,동아화성,KOSDAQ,101,7,운수장비,화학,"1,967억원",1967
310,084670,동양고속,KOSPI,70,0,"건설, 장비, 기기",운수창고업,530억원,530
311,001520,동양,KOSPI,81,15,건설,비금속광물,"3,664억원",3664
312,082640,동양생명,KOSPI,52,4,"은행, 증권 및 기타금융",보험업,"12,021억원",12021
313,060380,동양에스텍,KOSDAQ,89,10,철강금속,금속,693억원,693
314,079960,동양이엔피,KOSDAQ,76,14,전자부품,IT부품,"1,395억원",1395
315,008970,동양철관,KOSPI,54,10,철강금속,철강금속,"1,522억원",1522
316,228340,동양파일,KOSDAQ,52,15,건설,비금속,897억원,897
317,092780,동양피스톤,KOSPI,76,7,운수장비,운수장비,826억원,826
318,088910,동우팜투테이블,KOSDAQ,61,2,"음식료품, 담배 및 기타화학","음식료,담배",793억원,793
319,094170,동운아나텍,KOSDAQ,69,14,전자부품,반도체,"1,510억원",1510
320,049770,동원F&B,KOSPI,67,2,"음식료품, 담배 및 기타화학",음식료품,"7,564억원",7564
321,013120,동원개발,KOSDAQ,85,15,건설,종합건설,"4,477억원",4477
322,018500,동원금속,KOSPI,98,7,운수장비,운수장비,416억원,416
323,006040,동원산업,KOSPI,69,2,"음식료품, 담배 및 기타화학",미분류,"8,311억원",8311
324,030720,동원수산,KOSPI,50,2,"음식료품, 담배 및 기타화학",미분류,435억원,435
325,014820,동원시스템즈,KOSPI,53,6,"화학, 섬유",화학,"15,090억원",15090
326,163560,동일고무벨트,KOSPI,204,6,"화학, 섬유",화학,"1,011억원",1011
327,109860,동일금속,KOSDAQ,126,13,기계장비,금속,"1,260억원",1260
328,032960,동일기연,KOSDAQ,81,1,전기전자,IT부품,515억원,515
329,004890,동일산업,KOSPI,78,10,철강금속,철강금속,"3,480억원",3480
330,002690,동일제강,KOSPI,82,10,철강금속,철강금속,583억원,583
331,023790,동일철강,KOSDAQ,127,10,철강금속,금속,653억원,653
332,005290,동진쎄미켐,KOSDAQ,112,1,전기전자,반도체,"16,427억원",16427
333,025900,동화기업,KOSDAQ,56,6,"화학, 섬유","종이,목재","18,282억원",18282
334,000020,동화약품,KOSPI,150,11,"의료, 제약 및 생물공학",의약품,"4,232억원",4232
335,241560,두산밥캣,KOSPI,53,13,기계장비,기계,"41,854억원",41854
336,000150,두산,KOSPI,50,13,기계장비,서비스업,"18,672억원",18672
337,034020,두산중공업,KOSPI,50,13,기계장비,기계,"112,454억원",112454
338,016740,두올,KOSPI,54,7,운수장비,운수장비,"1,329억원",1329
339,073190,듀오백,KOSDAQ,74,17,섬유의복 및 유통,기타제조,343억원,343
340,030350,드래곤플라이,KOSDAQ,74,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"1,049억원",1049
341,203650,드림시큐리티,KOSDAQ,96,16,IT서비스,"출판,매체복제","2,171억원",2171
342,217620,디딤,KOSDAQ,89,2,"음식료품, 담배 및 기타화학","숙박,음식",502억원,502
343,187870,디바이스이엔지,KOSDAQ,150,12,반도체,반도체,"2,062억원",2062
344,066670,디스플레이텍,KOSDAQ,145,14,전자부품,IT부품,"1,292억원",1292
345,024090,디씨엠,KOSPI,62,1,전기전자,철강금속,"3,264억원",3264
346,003160,디아이,KOSPI,63,12,반도체,의료정밀,"2,460억원",2460
347,092200,디아이씨,KOSPI,62,7,운수장비,운수장비,"1,649억원",1649
348,110990,디아이티,KOSDAQ,64,12,반도체,IT부품,"1,731억원",1731
349,004840,DRB동일,KOSPI,72,7,운수장비,화학,"1,036억원",1036
350,214680,디알텍,KOSDAQ,54,11,"의료, 제약 및 생물공학","의료,정밀기기",912억원,912
351,263720,디앤씨미디어,KOSDAQ,90,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"4,793억원",4793
352,241520,DSC인베스트먼트,KOSDAQ,82,4,"은행, 증권 및 기타금융",금융,"1,627억원",1627
353,109740,디에스케이,KOSDAQ,78,11,"의료, 제약 및 생물공학","기계,장비","2,373억원",2373
354,131030,디에이치피코리아,KOSDAQ,80,11,"의료, 제약 및 생물공학",제약,"1,156억원",1156
355,196490,디에이테크놀로지,KOSDAQ,62,12,반도체,"기계,장비","1,768억원",1768
356,066900,디에이피,KOSDAQ,174,12,반도체,IT부품,814억원,814
357,127120,디엔에이링크,KOSDAQ,54,11,"의료, 제약 및 생물공학","연구,개발",580억원,580
358,092070,디엔에프,KOSDAQ,57,12,반도체,화학,"2,447억원",2447
359,068790,DMS,KOSDAQ,57,12,반도체,"기계,장비","1,632억원",1632
360,134580,디엠티,KOSDAQ,59,8,"광고, 디지털컨텐츠, 엔터테인먼트",통신장비,996억원,996
361,039840,디오,KOSDAQ,52,11,"의료, 제약 및 생물공학","의료,정밀기기","5,679억원",5679
362,013570,디와이,KOSPI,51,7,운수장비,기타금융업,"1,611억원",1611
363,210540,디와이파워,KOSPI,62,1,전기전자,기계,"1,380억원",1380
364,079810,디이엔티,KOSDAQ,108,12,반도체,"기계,장비",585억원,585
365,113810,디젠스,KOSDAQ,138,7,운수장비,"운송장비,부품",267억원,267
366,043360,디지아이,KOSDAQ,54,0,"건설, 장비, 기기",정보기기,288억원,288
367,197140,디지캡,KOSDAQ,57,8,"광고, 디지털컨텐츠, 엔터테인먼트","출판,매체복제",441억원,441
368,106520,디지탈옵틱,KOSDAQ,50,14,전자부품,"의료,정밀기기",440억원,440
369,068930,디지털대성,KOSDAQ,56,3,교육서비스 및 문구류,교육,"2,787억원",2787
370,033130,디지틀조선,KOSDAQ,57,3,교육서비스 및 문구류,디지털컨텐츠,"1,112억원",1112
371,105740,디케이락,KOSDAQ,63,13,기계장비,"기계,장비",925억원,925
372,007340,디티알오토모티브,KOSPI,83,7,운수장비,전기전자,"5,747억원",5747
373,187220,디티앤씨,KOSDAQ,50,16,IT서비스,전문기술,748억원,748
374,026890,디피씨,KOSPI,92,4,"은행, 증권 및 기타금융",전기전자,"6,460억원",6460
375,131180,딜리,KOSDAQ,50,14,전자부품,정보기기,562억원,562
376,042510,라온시큐어,KOSDAQ,54,16,IT서비스,소프트웨어,"1,628억원",1628
377,171120,라이온켐텍,KOSDAQ,55,6,"화학, 섬유",화학,"1,583억원",1583
378,069540,라이트론,KOSDAQ,76,14,전자부품,통신장비,"1,173억원",1173
379,115390,락앤락,KOSPI,54,17,섬유의복 및 유통,화학,"5,645억원",5645
380,171010,램테크놀러지,KOSDAQ,67,12,반도체,반도체,"1,399억원",1399
381,084650,랩지노믹스,KOSDAQ,57,11,"의료, 제약 및 생물공학","연구,개발","3,572억원",3572
382,217500,러셀,KOSDAQ,55,12,반도체,"기계,장비","1,237억원",1237
383,141080,레고켐바이오,KOSDAQ,57,11,"의료, 제약 및 생물공학","연구,개발","13,887억원",13887
384,060300,레드로버,KOSDAQ,112,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화",488억원,488
385,038390,레드캡투어,KOSDAQ,74,4,"은행, 증권 및 기타금융",사업지원,"1,726억원",1726
386,228850,레이언스,KOSDAQ,54,11,"의료, 제약 및 생물공학","의료,정밀기기","2,049억원",2049
387,215100,로보로보,KOSDAQ,59,3,교육서비스 및 문구류,디지털컨텐츠,756억원,756
388,090360,로보스타,KOSDAQ,53,12,반도체,"기계,장비","2,038억원",2038
389,900260,로스웰,KOSDAQ,57,0,"건설, 장비, 기기",미분류,445억원,445
390,067730,로지시스,KOSDAQ,57,16,IT서비스,컴퓨터서비스,624억원,624
391,071280,로체시스템즈,KOSDAQ,107,12,반도체,반도체,811억원,811
392,032350,롯데관광개발,KOSPI,137,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"11,604억원",11604
393,000400,롯데손해보험,KOSPI,51,4,"은행, 증권 및 기타금융",보험업,"5,090억원",5090
394,023530,롯데쇼핑,KOSPI,52,2,"음식료품, 담배 및 기타화학",유통업,"25,347억원",25347
395,004000,롯데정밀화학,KOSPI,84,6,"화학, 섬유",화학,"20,227억원",20227
396,286940,롯데정보통신,KOSPI,62,16,IT서비스,서비스업,"5,296억원",5296
397,280360,롯데제과,KOSPI,131,2,"음식료품, 담배 및 기타화학",음식료품,"7,989억원",7989
398,004990,롯데지주,KOSPI,52,2,"음식료품, 담배 및 기타화학",기타금융업,"32,260억원",32260
399,005300,롯데칠성,KOSPI,50,2,"음식료품, 담배 및 기타화학",음식료품,"12,016억원",12016
400,011170,롯데케미칼,KOSPI,105,6,"화학, 섬유",화학,"80,033억원",80033
401,002270,롯데푸드,KOSPI,94,2,"음식료품, 담배 및 기타화학",음식료품,"4,141억원",4141
402,071840,롯데하이마트,KOSPI,50,2,"음식료품, 담배 및 기타화학",유통업,"6,032억원",6032
403,038060,루멘스,KOSDAQ,79,14,전자부품,반도체,512억원,512
404,085370,루트로닉,KOSDAQ,50,1,전기전자,"의료,정밀기기","4,454억원",4454
405,060240,룽투코리아,KOSDAQ,53,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"1,940억원",1940
406,058470,리노공업,KOSDAQ,58,12,반도체,반도체,"30,332억원",30332
407,039980,리노스,KOSDAQ,78,16,IT서비스,소매,516억원,516
408,016100,리더스코스메틱,KOSDAQ,51,0,"건설, 장비, 기기",화학,678억원,678
409,012700,리드코프,KOSDAQ,119,4,"은행, 증권 및 기타금융",도매,"2,422억원",2422
410,277070,린드먼아시아,KOSDAQ,50,4,"은행, 증권 및 기타금융",금융,765억원,765
411,042500,링네트,KOSDAQ,79,16,IT서비스,컴퓨터서비스,"1,021억원",1021
412,219420,링크제니시스,KOSDAQ,51,16,IT서비스,소프트웨어,874억원,874
413,027740,마니커,KOSPI,60,2,"음식료품, 담배 및 기타화학",음식료품,587억원,587
414,147760,마이크로프랜드,KOSDAQ,50,12,반도체,"의료,정밀기기",927억원,927
415,038290,마크로젠,KOSDAQ,52,11,"의료, 제약 및 생물공학",전문기술,"3,231억원",3231
416,204320,만도,KOSPI,116,7,운수장비,운수장비,"27,423억원",27423
417,001080,만호제강,KOSPI,125,10,철강금속,철강금속,909억원,909
418,267980,매일유업,KOSDAQ,57,2,"음식료품, 담배 및 기타화학","음식료,담배","5,451억원",5451
419,005990,매일홀딩스,KOSDAQ,72,2,"음식료품, 담배 및 기타화학","음식료,담배","1,251억원",1251
420,127160,매직마이크로,KOSDAQ,189,14,전자부품,반도체,244억원,244
421,093520,매커스,KOSDAQ,62,12,반도체,도매,"1,277억원",1277
422,067280,멀티캠퍼스,KOSDAQ,51,3,교육서비스 및 문구류,디지털컨텐츠,"2,815억원",2815
423,072870,메가스터디,KOSDAQ,55,3,교육서비스 및 문구류,"출판,매체복제","1,603억원",1603
424,215200,메가스터디교육,KOSDAQ,59,3,교육서비스 및 문구류,교육,"8,849억원",8849
425,133750,메가엠디,KOSDAQ,57,3,교육서비스 및 문구류,교육,"1,129억원",1129
426,041920,메디아나,KOSDAQ,68,11,"의료, 제약 및 생물공학","의료,정밀기기","1,376억원",1376
427,086900,메디톡스,KOSDAQ,52,11,"의료, 제약 및 생물공학",제약,"9,344억원",9344
428,078160,메디포스트,KOSDAQ,60,11,"의료, 제약 및 생물공학",제약,"3,700억원",3700
429,065650,메디프론,KOSDAQ,52,11,"의료, 제약 및 생물공학",도매,"1,103억원",1103
430,138040,메리츠금융지주,KOSPI,58,4,"은행, 증권 및 기타금융",기타금융업,"42,817억원",42817
431,000060,메리츠화재,KOSPI,60,4,"은행, 증권 및 기타금융",보험업,"36,248억원",36248
432,021880,메이슨캐피탈,KOSDAQ,52,4,"은행, 증권 및 기타금융",금융,763억원,763
433,140410,메지온,KOSDAQ,110,0,"건설, 장비, 기기","연구,개발","15,860억원",15860
434,241770,메카로,KOSDAQ,108,12,반도체,반도체,"1,305억원",1305
435,090370,메타랩스,KOSPI,58,17,섬유의복 및 유통,섬유의복,617억원,617
436,059210,메타바이오메드,KOSDAQ,51,11,"의료, 제약 및 생물공학",제약,669억원,669
437,058110,멕아이씨에스,KOSDAQ,64,11,"의료, 제약 및 생물공학","의료,정밀기기","2,432억원",2432
438,096640,멜파스,KOSDAQ,51,14,전자부품,IT부품,688억원,688
439,017180,명문제약,KOSPI,53,11,"의료, 제약 및 생물공학",의약품,"1,589억원",1589
440,257370,명성티엔에스,KOSDAQ,51,12,반도체,IT부품,593억원,593
441,012690,모나리자,KOSPI,64,1,전기전자,종이목재,"1,399억원",1399
442,005360,모나미,KOSPI,82,3,교육서비스 및 문구류,유통업,854억원,854
443,080420,모다이노칩,KOSDAQ,64,1,전기전자,IT부품,"2,730억원",2730
444,080160,모두투어,KOSDAQ,147,4,"은행, 증권 및 기타금융",사업지원,"3,997억원",3997
445,100030,모바일리더,KOSDAQ,61,16,IT서비스,소프트웨어,596억원,596
446,087260,모바일어플라이언스,KOSDAQ,59,14,전자부품,소프트웨어,"1,295억원",1295
447,101330,모베이스,KOSDAQ,64,14,전자부품,IT부품,994억원,994
448,250060,모비스,KOSDAQ,50,16,IT서비스,소프트웨어,711억원,711
449,033200,모아텍,KOSDAQ,68,1,전기전자,IT부품,770억원,770
450,009680,모토닉,KOSPI,61,7,운수장비,운수장비,"3,448억원",3448
451,118990,모트렉스,KOSDAQ,54,7,운수장비,"운송장비,부품","2,557억원",2557
452,006920,모헨즈,KOSDAQ,77,10,철강금속,비금속,590억원,590
453,001810,무림SP,KOSDAQ,77,6,"화학, 섬유","종이,목재",671억원,671
454,009200,무림페이퍼,KOSPI,61,4,"은행, 증권 및 기타금융",종이목재,"1,022억원",1022
455,009580,무림P&P,KOSPI,50,6,"화학, 섬유",종이목재,"2,613억원",2613
456,033920,무학,KOSPI,52,2,"음식료품, 담배 및 기타화학",음식료품,"2,431억원",2431
457,008420,문배철강,KOSPI,134,10,철강금속,철강금속,767억원,767
458,095500,미래나노텍,KOSDAQ,114,14,전자부품,IT부품,"1,668억원",1668
459,025560,미래산업,KOSPI,82,12,반도체,의료정밀,581억원,581
460,218150,미래생명자원,KOSDAQ,51,2,"음식료품, 담배 및 기타화학","음식료,담배",791억원,791
461,007120,미래아이앤지,KOSPI,58,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,605억원,605
462,085620,미래에셋생명,KOSPI,58,4,"은행, 증권 및 기타금융",보험업,"7,231억원",7231
463,049950,미래컴퍼니,KOSDAQ,50,1,전기전자,"기계,장비","2,375억원",2375
464,207760,미스터블루,KOSDAQ,60,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"2,429억원",2429
465,002840,미원상사,KOSPI,81,6,"화학, 섬유",화학,"9,965억원",9965
466,268280,미원에스씨,KOSPI,50,6,"화학, 섬유",화학,"10,174억원",10174
467,107590,미원홀딩스,KOSPI,84,6,"화학, 섬유",기타금융업,"3,387억원",3387
468,134380,미원화학,KOSPI,99,6,"화학, 섬유",화학,"1,766억원",1766
469,003650,미창석유,KOSPI,55,6,"화학, 섬유",화학,"1,390억원",1390
470,059090,미코,KOSDAQ,61,12,반도체,반도체,"4,836억원",4836
471,201490,미투온,KOSDAQ,71,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"2,210억원",2210
472,214180,민앤지,KOSDAQ,55,8,"광고, 디지털컨텐츠, 엔터테인먼트",소프트웨어,"2,665억원",2665
473,206640,바디텍메드,KOSDAQ,59,11,"의료, 제약 및 생물공학",제약,"3,957억원",3957
474,018700,바른손,KOSDAQ,51,8,"광고, 디지털컨텐츠, 엔터테인먼트",도매,"1,148억원",1148
475,035620,바른손이앤에이,KOSDAQ,52,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","1,040억원",1040
476,064520,바른전자,KOSDAQ,126,14,전자부품,반도체,841억원,841
477,053030,바이넥스,KOSDAQ,88,11,"의료, 제약 및 생물공학",제약,"5,098억원",5098
478,064550,바이오니아,KOSDAQ,64,11,"의료, 제약 및 생물공학",제약,"15,125억원",15125
479,208710,바이오로그디바이스,KOSDAQ,57,14,전자부품,IT부품,"1,411억원",1411
480,142760,바이오리더스,KOSDAQ,105,11,"의료, 제약 및 생물공학","연구,개발","2,413억원",2413
481,086820,바이오솔루션,KOSDAQ,58,11,"의료, 제약 및 생물공학",제약,"1,727억원",1727
482,038460,바이오스마트,KOSDAQ,62,17,섬유의복 및 유통,정보기기,"1,037억원",1037
483,086040,바이오톡스텍,KOSDAQ,56,11,"의료, 제약 및 생물공학","연구,개발","1,170억원",1170
484,032980,바이온,KOSDAQ,58,17,섬유의복 및 유통,도매,706억원,706
485,043150,바텍,KOSDAQ,64,11,"의료, 제약 및 생물공학","의료,정밀기기","5,132억원",5132
486,003610,방림,KOSPI,87,1,전기전자,섬유의복,"1,094억원",1094
487,267790,배럴,KOSDAQ,86,17,섬유의복 및 유통,"섬유,의류",631억원,631
488,001340,백광산업,KOSPI,67,6,"화학, 섬유",화학,"2,309억원",2309
489,046310,백금T&A,KOSDAQ,52,0,"건설, 장비, 기기",통신장비,660억원,660
490,035150,백산,KOSPI,60,6,"화학, 섬유",화학,"1,951억원",1951
491,002410,범양건영,KOSPI,113,15,건설,건설업,"1,515억원",1515
492,177350,베셀,KOSDAQ,58,12,반도체,반도체,428억원,428
493,007210,벽산,KOSPI,57,6,"화학, 섬유",비금속광물,"2,482억원",2482
494,225530,보광산업,KOSDAQ,61,15,건설,비금속,"2,369억원",2369
495,250000,보라티알,KOSDAQ,87,0,"건설, 장비, 기기",도매,905억원,905
496,002760,보락,KOSPI,65,2,"음식료품, 담배 및 기타화학",화학,"1,180억원",1180
497,003850,보령제약,KOSPI,88,11,"의료, 제약 및 생물공학",의약품,"10,647억원",10647
498,006910,보성파워텍,KOSDAQ,89,13,기계장비,금속,"1,702억원",1702
499,000890,보해양조,KOSPI,53,2,"음식료품, 담배 및 기타화학",음식료품,"1,274억원",1274
500,008470,부스타,KOSDAQ,54,13,기계장비,금속,485억원,485
501,003000,부광약품,KOSPI,157,11,"의료, 제약 및 생물공학",의약품,"9,451억원",9451
502,001270,부국증권,KOSPI,60,4,"은행, 증권 및 기타금융",증권,"2,603억원",2603
503,026940,부국철강,KOSPI,68,10,철강금속,철강금속,842억원,842
504,014470,부방,KOSDAQ,59,9,"가전, 전자장비, 기타 부품 및 제품",금융,"1,426억원",1426
505,015350,부산가스,KOSPI,55,13,기계장비,전기가스업,"9,295억원",9295
506,011390,부산산업,KOSPI,56,15,건설,비금속광물,"1,104억원",1104
507,005030,부산주공,KOSPI,129,7,운수장비,운수장비,343억원,343
508,100120,뷰웍스,KOSDAQ,81,11,"의료, 제약 및 생물공학","의료,정밀기기","3,796억원",3796
509,064480,브리지텍,KOSDAQ,104,16,IT서비스,컴퓨터서비스,693억원,693
510,251630,브이원텍,KOSDAQ,81,12,반도체,"기계,장비","1,276억원",1276
511,033560,블루콤,KOSDAQ,62,14,전자부품,IT부품,"1,719억원",1719
512,121800,비덴트,KOSDAQ,50,8,"광고, 디지털컨텐츠, 엔터테인먼트",통신장비,"11,875억원",11875
513,148140,비디아이,KOSDAQ,68,13,기계장비,"기계,장비",484억원,484
514,100220,비상교육,KOSPI,55,3,교육서비스 및 문구류,서비스업,"1,044억원",1044
515,200780,비씨월드제약,KOSDAQ,120,11,"의료, 제약 및 생물공학",제약,"1,405억원",1405
516,141000,비아트론,KOSDAQ,52,12,반도체,반도체,"1,242억원",1242
517,090460,비에이치,KOSDAQ,96,1,전기전자,IT부품,"7,573억원",7573
518,083650,비에이치아이,KOSDAQ,73,13,기계장비,"기계,장비","1,027억원",1027
519,086670,비엠티,KOSDAQ,108,13,기계장비,"기계,장비",945억원,945
